artist,album,date,week_num,meta_score,user_score
Serge Gainsbourg,Histoire de Melody Nelson,"March 24, 2009",13,96,87
Nirvana,Live At Reading,"November 3, 2009",45,93,88
Woody Guthrie,My Dusty Road,"August 25, 2009",35,93,69
Animal Collective,Merriweather Post Pavilion,"January 20, 2009",4,89,85
Raekwon,Only Built 4 Cuban Linx... Pt. II,"September 8, 2009",37,88,87
Sunn O))),Monoliths & Dimensions,"May 26, 2009",22,88,68
Baroness,Blue Record,"October 13, 2009",42,87,87
Vijay Iyer Trio,Historicity,"October 13, 2009",42,87,73
The xx,xx,"October 6, 2009",41,87,88
Amadou & Mariam,Welcome To Mali,"March 24, 2009",13,86,81
Blur,Midlife: A Beginner's Guide To Blur,"July 28, 2009",31,86,88
Memory Tapes,Seek Magic,"November 9, 2009",46,86,87
Maxwell,BLACKsummers'night,"July 7, 2009",28,85,87
Nirvana,Bleach: Deluxe Edition,"November 3, 2009",45,85,87
Grizzly Bear,Veckatimest,"May 26, 2009",22,85,88
Dirty Projectors,Bitte Orca,"June 9, 2009",24,85,85
Manic Street Preachers,Journal For Plague Lovers,"September 15, 2009",38,85,88
Miranda Lambert,Revolution,"September 29, 2009",40,85,86
The Vaselines,Enter The Vaselines,"May 5, 2009",19,85,82
Mount Eerie,Wind's Poem,"August 18, 2009",34,85,88
The Felice Brothers,Yonder Is The Clock,"April 7, 2009",15,84,86
Levon Helm,Electric Dirt,"June 30, 2009",27,84,79
Animal Collective,Fall Be Kind [EP],"December 15, 2009",51,84,71
Pearl Jam,Ten [Reissue],"March 24, 2009",13,84,88
Tinariwen,Imidiwan: Companions,"June 29, 2009",27,84,80
Super Furry Animals,Dark Days/Light Years,"April 21, 2009",17,84,78
Fuck Buttons,Tarot Sport,"October 20, 2009",43,84,81
DM Stith,Heavy Ghost,"March 10, 2009",11,84,83
UGK,UGK 4 Life,"March 31, 2009",14,84,87
Wild Beasts,Two Dancers,"September 8, 2009",37,83,87
Todd Snider,The Excitement Plan,"June 9, 2009",24,83,84
Brother Ali,Us,"September 22, 2009",39,83,88
Allen Toussaint,The Bright Mississippi,"April 21, 2009",17,83,83
The Antlers,Hospice,"August 18, 2009",34,83,88
Yoko Ono Plastic Ono Band,Between My Head and the Sky,"September 22, 2009",39,83,77
DJ Quik & Kurupt,Blaqkout,"June 9, 2009",24,83,74
The-Dream,Love vs Money,"March 10, 2009",11,83,88
Mountains,Choral,"February 17, 2009",8,83,75
Zu,Carboniferous,"February 17, 2009",8,83,87
Nosaj Thing,Drift,"June 9, 2009",24,83,85
Mirah,(a)spera,"March 10, 2009",11,82,85
Taken by Trees,East Of Eden,"September 8, 2009",37,82,81
Nick Cave & Warren Ellis,White Lunar,"September 22, 2009",39,82,83
Mastodon,Crack The Skye,"March 24, 2009",13,82,89
David Bazan,Curse Your Branches,"September 1, 2009",36,82,88
James Blackshaw,The Glass Bead Game,"May 26, 2009",22,82,0
Phoenix,Wolfgang Amadeus Phoenix,"May 26, 2009",22,82,88
Bill Callahan,Sometimes I Wish We Were An Eagle,"April 14, 2009",16,82,83
Pissed Jeans,King Of Jeans,"August 18, 2009",34,82,83
Steve Earle,Townes,"May 12, 2009",20,82,80
Ben Frost,By The Throat,"November 10, 2009",46,82,86
Justin Townes Earle,Midnight At The Movies,"March 3, 2009",10,82,86
Yeah Yeah Yeahs,It's Blitz,"March 31, 2009",14,82,83
Japandroids,Post-Nothing,"August 4, 2009",32,82,85
The Horrors,Primary Colours,"May 5, 2009",19,82,88
Buddy & Julie Miller,Written In Chalk,"March 3, 2009",10,81,82
The Rolling Stones,Get Yer Ya-Ya's Out! The Rolling Stones In Concert [40th Anniversary Deluxe Box Set],"November 3, 2009",45,81,82
Fever Ray,Fever Ray,"March 24, 2009",13,81,88
Circulatory System,Signal Morning,"September 8, 2009",37,81,86
Thee Oh Sees,Help,"April 28, 2009",18,81,88
Neon Indian,Psychic Chasms,"October 13, 2009",42,81,87
Ramblin' Jack Elliott,A Stranger Here,"April 7, 2009",15,81,80
Owen,New Leaves,"September 22, 2009",39,81,82
Mos Def,The Ecstatic,"June 9, 2009",24,81,87
Dave Rawlings Machine,A Friend Of A Friend,"November 17, 2009",47,81,0
King Midas Sound,Waiting For You,"December 8, 2009",50,81,70
Late Of The Pier,Fantasy Black Channel,"January 13, 2009",3,81,89
Atlas Sound,Logos,"October 20, 2009",43,81,88
J Dilla aka Jay Dee,Jay Stay Paid,"June 2, 2009",23,81,87
St. Vincent,Actor,"May 5, 2009",19,81,88
White Denim,Fits,"October 20, 2009",43,81,86
The Hidden Cameras,Origin: Orphan,"August 22, 2009",34,81,0
Sunset Rubdown,Dragonslayer,"June 23, 2009",26,81,88
William Elliott Whitmore,Animals In The Dark,"February 17, 2009",8,81,74
The Clientele,Bonfires On The Heath,"October 6, 2009",41,81,83
Rodrigo y Gabriela,11:11,"September 8, 2009",37,81,70
The Flaming Lips,Embryonic,"October 13, 2009",42,81,87
Vitalic,Flashmob,"November 3, 2009",45,81,83
Matias Aguayo,Ay Ay Ay,"October 27, 2009",44,80,84
David Sylvian,Manafon,"September 15, 2009",38,80,80
Antony and the Johnsons,The Crying Light,"January 20, 2009",4,80,81
Patterson Hood,Murdering Oscar (And Other Love Songs),"June 23, 2009",26,80,80
