artist,album,date,week_num,meta_score,user_score
Bob Dylan,Love And Theft,"September 11, 2001",37,93,87
Los Super Seven,Canto,"March 13, 2001",11,91,76
The Strokes,Is This It?,"October 9, 2001",41,91,90
The Avalanches,Since I Left You,"November 6, 2001",45,89,89
Missy Elliott,Miss E... So Addictive,"May 15, 2001",20,89,86
John Hammond,Wicked Grin,"March 13, 2001",11,88,78
Björk,Vespertine,"August 28, 2001",35,88,90
Jay-Z,The Blueprint,"September 11, 2001",37,88,87
Unwound,Leaves Turn Inside You,"April 17, 2001",16,87,86
Fugazi,The Argument,"October 16, 2001",42,87,87
Hood,Cold House,"November 13, 2001",46,87,83
Low,Things We Lost In The Fire,"February 6, 2001",6,87,88
Sigur Rós,Ágætis Byrjun,"May 15, 2001",20,87,89
Gillian Welch,Time (The Revelator),"July 31, 2001",31,86,85
Labradford,Fixed::Context [EP],"February 20, 2001",8,86,83
Bill Frisell,Blues Dream,"January 30, 2001",5,86,83
The White Stripes,White Blood Cells,"July 3, 2001",27,86,88
Dolly Parton,Little Sparrow,"January 23, 2001",4,86,76
David Holmes,Ocean's Eleven OST,"December 4, 2001",49,86,84
Nick Lowe,The Convincer,"September 11, 2001",37,86,87
The Coup,Party Music,"November 6, 2001",45,85,82
Spoon,Girls Can Tell,"February 20, 2001",8,85,89
Four Tet,Pause,"October 2, 2001",40,85,86
Tenacious D,Tenacious D,"September 25, 2001",39,85,88
Red House Painters,Old Ramon,"April 10, 2001",15,84,88
The Dismemberment Plan,Change,"October 23, 2001",43,83,88
Guided by Voices,Isolation Drills,"April 3, 2001",14,83,85
The Lilac Time,lilac6,"October 9, 2001",41,83,0
Mouse on Mars,Idiology,"April 24, 2001",17,83,77
Bilal,1st Born Second,"July 17, 2001",29,82,88
Rufus Wainwright,Poses,"June 5, 2001",23,82,88
Clinic,Internal Wrangler,"September 18, 2001",38,82,84
Stephen Malkmus,Stephen Malkmus,"February 13, 2001",7,82,85
Amy Ray,Stag,"March 6, 2001",10,82,0
Basement Jaxx,Rooty,"June 26, 2001",26,82,87
Autechre,Confield,"May 15, 2001",20,82,85
Lucinda Williams,Essence,"June 5, 2001",23,82,79
Beulah,The Coast Is Never Clear,"September 11, 2001",37,82,87
Bardo Pond,Dilate,"April 24, 2001",17,82,87
Black Box Recorder,The Facts Of Life,"March 20, 2001",12,82,80
Suzanne Vega,Songs In Red And Gray,"September 25, 2001",39,81,84
Kristin Hersh,Sunny Border Blue,"March 6, 2001",10,81,76
Ladytron,604,"February 13, 2001",7,81,87
Sparklehorse,It's a Wonderful Life,"August 28, 2001",35,81,86
Tindersticks,Can Our Love...,"July 3, 2001",27,81,75
Plaid,Double Figure,"May 29, 2001",22,81,78
Jim O'Rourke,Insignificance,"November 20, 2001",47,81,80
Mercury Rev,All Is Dream,"September 11, 2001",37,80,85
Ron Sexsmith,Blue Boy,"June 5, 2001",23,80,80
Slayer,God Hates Us All,"September 11, 2001",37,80,84
Matmos,A Chance To Cut Is A Chance To Cure,"March 13, 2001",11,80,78
Built to Spill,Ancient Melodies Of The Future,"July 10, 2001",28,80,88
Gorky's Zygotic Mynci,How I Long To Feel That Summer In My Heart,"September 18, 2001",38,79,88
Nick Cave & the Bad Seeds,No More Shall We Part,"April 10, 2001",15,79,88
Lemon Jelly,lemonjelly.ky,"April 10, 2001",15,79,87
Sam Phillips,Fan Dance,"July 31, 2001",31,79,0
Mark Kozelek,What's Next To The Moon,"February 20, 2001",8,79,0
Natalie Merchant,Motherland,"November 13, 2001",46,79,87
R.L. Burnside,Burnside On Burnside,"October 23, 2001",43,78,0
Ryan Adams,Gold,"September 25, 2001",39,78,87
Fugu,Fugu1,"September 4, 2001",36,78,0
Maxwell,Now,"August 14, 2001",33,78,87
Ani DiFranco,Revelling/Reckoning,"April 10, 2001",15,78,79
Tortoise,Standards,"February 20, 2001",8,78,83
Le Tigre,Feminist Sweepstakes,"October 16, 2001",42,78,68
Money Mark,Change Is Coming,"September 18, 2001",38,78,0
Alicia Keys,Songs In A Minor,"June 5, 2001",23,78,86
Circulatory System,Circulatory System,"August 28, 2001",35,77,83
The Divine Comedy,Regeneration,"November 6, 2001",45,77,86
Rocket From The Crypt,Group Sounds,"March 6, 2001",10,77,83
Mary J. Blige,No More Drama,"August 28, 2001",35,77,86
Beta Band,Hot Shots II,"July 17, 2001",29,77,82
Busta Rhymes,Genesis,"November 13, 2001",46,77,81
Garth Brooks,Scarecrow,"November 13, 2001",46,77,65
Beachwood Sparks,Once We Were Trees,"October 9, 2001",41,77,0
Brian Eno and Peter Schwalm,Drawn From Life,"June 12, 2001",24,77,0
De La Soul,AOI: Bionix,"December 4, 2001",49,77,85
Radiohead,I Might Be Wrong: Live Recordings,"November 13, 2001",46,76,85
R.E.M.,Reveal,"May 15, 2001",20,76,86
Aaliyah,Aaliyah,"July 17, 2001",29,76,90
Shawn Colvin,Whole New You,"March 27, 2001",13,76,87
The Clean,Getaway,"August 21, 2001",34,76,65
Turin Brakes,The Optimist LP,"May 1, 2001",18,76,85
Mogwai,Rock Action,"April 24, 2001",17,76,86
Nikka Costa,Everybody Got Their Something,"May 22, 2001",21,76,89
Duncan Sheik,Phantom Moon,"February 27, 2001",9,76,82
Leonard Cohen,Ten New Songs,"October 9, 2001",41,76,84
Hope Sandoval & the Warm Inventions,Bavarian Fruit Bread,"October 23, 2001",43,75,77
Radiohead,Amnesiac,"June 5, 2001",23,75,87
Paul McCartney,Driving Rain,"November 13, 2001",46,75,78
Alison Krauss & Union Station,New Favorite,"August 14, 2001",33,75,87
Lloyd Cole,The Negatives,"April 3, 2001",14,75,0
Luna,Live!,"February 6, 2001",6,75,0
Death Cab for Cutie,The Photo Album,"October 9, 2001",41,75,82
Mark Eitzel,The Invisible Man,"May 22, 2001",21,75,0
Tool,Lateralus,"May 15, 2001",20,75,90
Les Savy Fav,Go Forth,"October 2, 2001",40,75,84
Ben Folds,Rockin' The Suburbs,"September 11, 2001",37,75,87
The Charlatans UK,Wonderland,"September 11, 2001",37,75,86
Arab Strap,The Red Thread,"February 27, 2001",9,75,0
Daft Punk,Discovery,"March 13, 2001",11,74,89
Oval,Ovalcommers,"May 22, 2001",21,74,0
Rae & Christian,Sleepwalking,"February 27, 2001",9,74,0
Spiritualized,Let It Come Down,"September 25, 2001",39,74,87
Weezer,Weezer [2001],"May 15, 2001",20,73,82
Trembling Blue Stars,Alive To Every Smile,"October 23, 2001",43,73,0
Smog,Rain On Lens,"September 18, 2001",38,73,0
System Of A Down,Toxicity,"September 4, 2001",36,73,89
Jeff Beck,You Had It Coming,"February 6, 2001",6,73,81
To Rococo Rot,Music Is A Hungry Ghost,"May 8, 2001",19,73,78
Janet Jackson,All For You,"April 24, 2001",17,73,86
Melissa Etheridge,Skin,"July 10, 2001",28,73,71
